Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA E (L/s)
2023-01-03 00:00:00,0.0,1.0,0.0,7.5,88.0,4.0,59.1725
2023-01-03 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.1,90.0,7.0,53.9
2023-01-03 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.8,87.0,8.0,52.55
2023-01-03 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.0,85.0,5.0,51.7975
2023-01-03 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.4,87.0,5.0,51.795
2023-01-03 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.6,87.0,4.0,52.7825
2023-01-03 06:00:00,1.0,6.123233995736766e-17,0.0,8.7,88.0,3.0,62.1525
2023-01-03 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,8.9,91.0,4.0,77.915
2023-01-03 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,9.1,91.0,6.0,86.7
2023-01-03 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.2,93.0,5.0,91.4025
2023-01-03 10:00:00,0.49999999999999994,-0.8660254037844387,0.1,7.8,99.0,11.0,90.7575
2023-01-03 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.8,100.0,7.0,86.27
2023-01-03 12:00:00,1.2246467991473532e-16,-1.0,0.1,7.9,100.0,8.0,85.495
2023-01-03 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.1,100.0,4.0,85.3225
2023-01-03 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,8.4,100.0,4.0,80.61
2023-01-03 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.2,100.0,9.0,76.885
2023-01-03 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.4,100.0,8.0,76.55
2023-01-03 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.4,100.0,5.0,77.18
2023-01-03 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.5,100.0,4.0,81.1125
2023-01-03 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.6,100.0,9.0,84.1
2023-01-03 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.7,99.0,8.0,85.5
2023-01-03 21:00:00,-0.7071067811865477,0.7071067811865474,0.1,8.7,100.0,6.0,78.3925
2023-01-03 22:00:00,-0.5000000000000004,0.8660254037844384,0.2,8.9,99.0,7.0,69.9825
2023-01-03 23:00:00,-0.25881904510252157,0.9659258262890681,0.2,8.7,100.0,5.0,66.515
2023-01-04 00:00:00,0.0,1.0,0.0,8.3,99.0,9.0,60.1025
2023-01-04 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.4,95.0,11.0,54.425
2023-01-04 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.1,91.0,7.0,52.1225
2023-01-04 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.1,92.0,5.0,51.73
2023-01-04 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.9,94.0,3.0,51.4625
2023-01-04 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.2,94.0,5.0,53.365
2023-01-04 06:00:00,1.0,6.123233995736766e-17,0.0,8.1,95.0,3.0,62.5275
2023-01-04 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.9,96.0,4.0,79.4375
2023-01-04 08:00:00,0.8660254037844387,-0.4999999999999998,0.1,7.9,97.0,4.0,88.2625
2023-01-04 09:00:00,0.7071067811865476,-0.7071067811865475,0.1,7.7,96.0,4.0,90.0725
2023-01-04 10:00:00,0.49999999999999994,-0.8660254037844387,0.1,7.9,97.0,3.0,88.5575
2023-01-04 11:00:00,0.258819045102521,-0.9659258262890682,0.1,7.8,98.0,7.0,83.9475
2023-01-04 12:00:00,1.2246467991473532e-16,-1.0,0.2,7.7,99.0,6.0,83.625
2023-01-04 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.9,99.0,5.0,84.5825
2023-01-04 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,8.0,99.0,6.0,80.31
2023-01-04 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.0,98.0,8.0,76.91
2023-01-04 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.6,98.0,4.0,73.94
2023-01-04 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.6,98.0,6.0,77.1225
2023-01-04 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.5,98.0,5.0,79.44
2023-01-04 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.8,99.0,2.0,84.195
2023-01-04 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.9,99.0,5.0,84.06
2023-01-04 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.1,99.0,3.0,78.005
2023-01-04 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.2,99.0,4.0,71.1025
2023-01-04 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.3,99.0,3.0,66.4875
2023-01-05 00:00:00,0.0,1.0,0.0,9.4,99.0,3.0,59.7475
2023-01-05 01:00:00,0.25881904510252074,0.9659258262890683,0.0,9.6,100.0,3.0,54.91
2023-01-05 02:00:00,0.49999999999999994,0.8660254037844387,0.0,10.4,100.0,3.0,52.14
2023-01-05 03:00:00,0.7071067811865476,0.7071067811865476,0.0,11.1,97.0,5.0,51.5575
2023-01-05 04:00:00,0.8660254037844386,0.5000000000000001,0.0,11.6,95.0,6.0,51.605
2023-01-05 05:00:00,0.9659258262890683,0.25881904510252074,0.0,12.2,93.0,4.0,53.645
2023-01-05 06:00:00,1.0,6.123233995736766e-17,0.0,13.2,85.0,7.0,61.4375
2023-01-05 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,13.8,79.0,9.0,77.105
2023-01-05 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,14.2,76.0,15.0,88.71
2023-01-05 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,14.5,72.0,23.0,91.275
2023-01-05 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,14.8,67.0,21.0,89.7625
2023-01-05 11:00:00,0.258819045102521,-0.9659258262890682,0.0,15.1,,20.0,84.5225
2023-01-05 12:00:00,1.2246467991473532e-16,-1.0,0.0,15.1,71.0,19.0,84.185
2023-01-05 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,14.9,72.0,18.0,84.725
2023-01-05 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,14.9,73.0,19.0,81.065
2023-01-05 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,14.8,73.0,20.0,76.675
2023-01-05 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,14.9,,20.0,75.9025
2023-01-05 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,14.9,73.0,15.0,77.5375
2023-01-05 18:00:00,-1.0,-1.8369701987210297e-16,0.0,14.7,,13.0,77.925
2023-01-05 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,14.9,,23.0,81.0425
2023-01-05 20:00:00,-0.8660254037844386,0.5000000000000001,0.3,9.3,,49.0,85.055
2023-01-05 21:00:00,-0.7071067811865477,0.7071067811865474,0.4,7.4,80.0,67.0,78.04
2023-01-05 22:00:00,-0.5000000000000004,0.8660254037844384,2.0,7.6,84.0,72.0,69.5025
2023-01-05 23:00:00,-0.25881904510252157,0.9659258262890681,1.0,6.3,92.0,59.0,65.235
2023-01-06 00:00:00,0.0,1.0,1.2,5.7,93.0,55.0,60.5175
2023-01-06 01:00:00,0.25881904510252074,0.9659258262890683,3.2,5.2,100.0,56.0,55.465
2023-01-06 02:00:00,0.49999999999999994,0.8660254037844387,0.2,5.7,,59.0,52.1175
2023-01-06 03:00:00,0.7071067811865476,0.7071067811865476,0.2,6.0,,55.0,51.8875
2023-01-06 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.8,79.0,57.0,51.745
2023-01-06 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.2,74.0,59.0,52.6475
2023-01-06 06:00:00,1.0,6.123233995736766e-17,0.0,6.5,73.0,60.0,55.6975
2023-01-06 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.7,70.0,54.0,65.0775
2023-01-06 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.3,66.0,53.0,79.095
2023-01-06 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.6,63.0,48.0,94.1625
2023-01-06 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.6,61.0,44.0,97.71
2023-01-06 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.5,59.0,41.0,96.77
2023-01-06 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.6,53.0,41.0,92.22
2023-01-06 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.9,52.0,38.0,88.4175
2023-01-06 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.2,51.0,36.0,83.2475
2023-01-06 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.9,49.0,31.0,79.1975
2023-01-06 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.0,50.0,28.0,76.9275
2023-01-06 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.5,50.0,21.0,78.17
2023-01-06 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.1,52.0,27.0,78.9625
2023-01-06 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.6,56.0,38.0,81.3775
2023-01-06 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.8,55.0,45.0,82.4325
2023-01-06 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.5,55.0,53.0,77.6275
2023-01-06 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.2,55.0,47.0,70.36
2023-01-06 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.4,53.0,41.0,65.895
2023-01-07 00:00:00,0.0,1.0,0.0,6.8,58.0,45.0,59.645
2023-01-07 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.0,62.0,47.0,53.8575
2023-01-07 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.2,53.0,48.0,51.825
2023-01-07 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.0,48.0,49.0,51.7375
2023-01-07 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.6,50.0,49.0,51.7075
2023-01-07 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.6,50.0,48.0,53.48
2023-01-07 06:00:00,1.0,6.123233995736766e-17,0.0,5.2,46.0,47.0,62.345
2023-01-07 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.9,44.0,42.0,79.3825
2023-01-07 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,4.4,46.0,39.0,90.18
2023-01-07 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,4.7,47.0,31.0,95.0175
2023-01-07 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,5.1,46.0,38.0,92.0975
2023-01-07 11:00:00,0.258819045102521,-0.9659258262890682,0.0,5.4,48.0,36.0,88.2925
2023-01-07 12:00:00,1.2246467991473532e-16,-1.0,0.0,5.9,46.0,37.0,85.51
2023-01-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.0,46.0,36.0,85.71
2023-01-07 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,6.3,47.0,33.0,82.645
2023-01-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,6.3,49.0,32.0,77.255
2023-01-07 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,5.6,47.0,31.0,74.875
2023-01-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,4.7,53.0,32.0,78.2225
2023-01-07 18:00:00,-1.0,-1.8369701987210297e-16,0.0,3.9,49.0,32.0,80.6625
2023-01-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,3.8,50.0,31.0,83.8125
2023-01-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,3.6,46.0,32.0,82.7225
2023-01-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,3.4,49.0,32.0,77.52
2023-01-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,2.7,52.0,36.0,69.575
2023-01-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,2.4,55.0,33.0,65.895
2023-01-08 00:00:00,0.0,1.0,0.0,2.3,54.0,34.0,59.2675
2023-01-08 01:00:00,0.25881904510252074,0.9659258262890683,0.0,2.5,48.0,30.0,54.895
2023-01-08 02:00:00,0.49999999999999994,0.8660254037844387,0.0,2.3,60.0,32.0,52.65
2023-01-08 03:00:00,0.7071067811865476,0.7071067811865476,0.0,3.1,48.0,29.0,52.05
2023-01-08 04:00:00,0.8660254037844386,0.5000000000000001,0.0,2.4,53.0,27.0,52.2975
2023-01-08 05:00:00,0.9659258262890683,0.25881904510252074,0.0,2.0,50.0,19.0,53.2225
2023-01-08 06:00:00,1.0,6.123233995736766e-17,0.0,2.0,50.0,29.0,57.865
2023-01-08 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,2.2,50.0,30.0,70.1625
2023-01-08 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,1.9,51.0,31.0,84.575
2023-01-08 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,2.9,50.0,24.0,95.18
2023-01-08 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,3.7,43.0,21.0,98.02
2023-01-08 11:00:00,0.258819045102521,-0.9659258262890682,0.0,4.4,46.0,28.0,91.1475
2023-01-08 12:00:00,1.2246467991473532e-16,-1.0,0.0,6.1,33.0,15.0,90.335
2023-01-08 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.1,26.0,11.0,87.545
2023-01-08 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.7,22.0,19.0,84.6775
2023-01-08 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.0,23.0,18.0,77.5375
2023-01-08 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.8,33.0,13.0,77.7875
2023-01-08 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,6.8,28.0,14.0,79.3075
2023-01-08 18:00:00,-1.0,-1.8369701987210297e-16,0.0,5.5,33.0,13.0,82.3975
2023-01-08 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,5.2,30.0,15.0,82.59
2023-01-08 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,4.7,33.0,12.0,82.835
2023-01-08 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,4.3,40.0,13.0,76.515
2023-01-08 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,4.2,42.0,13.0,68.5
2023-01-08 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,4.5,44.0,16.0,66.6575
2023-01-09 00:00:00,0.0,1.0,0.0,4.9,48.0,11.0,60.925
2023-01-09 01:00:00,0.25881904510252074,0.9659258262890683,0.0,4.4,48.0,5.0,55.2375
2023-01-09 02:00:00,0.49999999999999994,0.8660254037844387,0.0,4.4,49.0,7.0,52.1
2023-01-09 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.2,48.0,5.0,52.115
2023-01-09 04:00:00,0.8660254037844386,0.5000000000000001,0.0,4.7,49.0,6.0,51.56
2023-01-09 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.4,53.0,4.0,52.195
2023-01-09 06:00:00,1.0,6.123233995736766e-17,0.0,4.2,56.0,5.0,55.6625
2023-01-09 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.1,49.0,5.0,62.9825
2023-01-09 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,4.3,49.0,4.0,80.305
2023-01-09 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,5.5,49.0,7.0,95.5875
2023-01-09 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,5.5,47.0,6.0,99.3775
2023-01-09 11:00:00,0.258819045102521,-0.9659258262890682,0.0,5.7,52.0,4.0,96.7875
2023-01-09 12:00:00,1.2246467991473532e-16,-1.0,0.0,6.4,46.0,5.0,94.285
2023-01-09 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.7,42.0,7.0,90.2325
2023-01-09 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,6.9,55.0,7.0,82.7825
2023-01-09 15:00:00,-0.7071067811865471,-0.7071067811865479,0.1,5.7,66.0,9.0,79.515
2023-01-09 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,5.5,63.0,10.0,79.49
2023-01-09 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,5.7,58.0,6.0,81.2825
2023-01-09 18:00:00,-1.0,-1.8369701987210297e-16,0.0,6.2,57.0,3.0,84.585
2023-01-09 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,6.8,56.0,10.0,87.5075
2023-01-09 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.5,60.0,10.0,87.345
2023-01-09 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.8,59.0,15.0,79.1775
2023-01-09 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.5,60.0,15.0,71.105
2023-01-09 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.5,52.0,22.0,67.2475
2023-01-10 00:00:00,0.0,1.0,0.0,6.7,53.0,22.0,58.195
2023-01-10 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.6,51.0,20.0,53.7275
2023-01-10 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.4,56.0,18.0,51.9275
2023-01-10 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.3,58.0,22.0,51.11
2023-01-10 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.8,55.0,24.0,51.86
2023-01-10 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.5,56.0,22.0,54.805
2023-01-10 06:00:00,1.0,6.123233995736766e-17,0.0,6.5,61.0,27.0,69.16
2023-01-10 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.4,62.0,35.0,93.6125
2023-01-10 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.6,59.0,22.0,95.14
2023-01-10 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.1,52.0,18.0,91.91
2023-01-10 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.0,48.0,10.0,90.455
2023-01-10 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.0,47.0,10.0,83.93
2023-01-10 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.9,44.0,10.0,87.625
2023-01-10 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.4,41.0,24.0,86.395
2023-01-10 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.6,42.0,25.0,82.605
2023-01-10 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.8,40.0,27.0,76.39
2023-01-10 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.4,43.0,18.0,77.03
2023-01-10 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.2,49.0,17.0,78.4525
2023-01-10 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.0,52.0,15.0,83.675
2023-01-10 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.8,54.0,15.0,88.9825
2023-01-10 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.9,52.0,9.0,90.0
2023-01-10 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.6,57.0,19.0,82.4475
2023-01-10 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.7,54.0,24.0,72.2625
2023-01-10 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.4,57.0,31.0,67.0625
2023-01-11 00:00:00,0.0,1.0,0.0,7.7,56.0,35.0,59.4475
2023-01-11 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.5,56.0,38.0,53.825
2023-01-11 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.9,54.0,30.0,51.825
2023-01-11 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.8,57.0,45.0,51.9375
2023-01-11 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.6,55.0,54.0,52.285
2023-01-11 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.7,53.0,47.0,54.81
2023-01-11 06:00:00,1.0,6.123233995736766e-17,0.0,6.9,50.0,47.0,67.8025
2023-01-11 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.1,45.0,39.0,92.875
2023-01-11 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.5,51.0,44.0,95.6475
2023-01-11 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.6,49.0,42.0,90.4325
2023-01-11 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,6.6,51.0,38.0,86.7125
2023-01-11 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.0,51.0,47.0,83.705
2023-01-11 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.5,46.0,42.0,83.9725
2023-01-11 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.0,38.0,27.0,84.7475
2023-01-11 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.4,42.0,36.0,81.3025
2023-01-11 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.8,47.0,32.0,77.23
2023-01-11 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.6,40.0,26.0,77.0375
2023-01-11 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,6.7,50.0,17.0,76.8775
2023-01-11 18:00:00,-1.0,-1.8369701987210297e-16,0.0,5.7,53.0,31.0,83.955
2023-01-11 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,5.1,59.0,31.0,90.5675
2023-01-11 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,4.5,55.0,27.0,89.9525
2023-01-11 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,4.2,54.0,31.0,83.6775
2023-01-11 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,3.6,49.0,27.0,73.46
2023-01-11 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,4.0,46.0,26.0,67.9975
2023-01-12 00:00:00,0.0,1.0,0.0,4.4,46.0,18.0,58.0125
2023-01-12 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.3,44.0,32.0,54.1675
2023-01-12 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.3,46.0,57.0,51.855
2023-01-12 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.6,47.0,58.0,51.4975
2023-01-12 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.0,44.0,61.0,52.4175
2023-01-12 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.6,47.0,56.0,55.27
2023-01-12 06:00:00,1.0,6.123233995736766e-17,0.0,4.1,45.0,35.0,68.6175
2023-01-12 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.6,43.0,21.0,94.4675
2023-01-12 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,4.0,42.0,22.0,99.195
2023-01-12 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,4.2,39.0,25.0,94.555
2023-01-12 10:00:00,0.49999999999999994,-0.8660254037844387,0.2,5.3,39.0,31.0,89.0225
2023-01-12 11:00:00,0.258819045102521,-0.9659258262890682,0.0,6.0,33.0,20.0,86.405
2023-01-12 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.3,34.0,40.0,85.7125
2023-01-12 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.5,33.0,40.0,86.3925
2023-01-12 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.4,30.0,31.0,80.405
2023-01-12 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.2,36.0,27.0,77.9975
2023-01-12 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,6.9,33.0,26.0,76.7475
2023-01-12 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,6.0,37.0,22.0,78.6975
2023-01-12 18:00:00,-1.0,-1.8369701987210297e-16,0.0,5.5,41.0,29.0,84.6425
2023-01-12 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,5.7,39.0,27.0,88.5125
2023-01-12 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,5.5,45.0,28.0,91.115
2023-01-12 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,5.2,41.0,25.0,82.1475
2023-01-12 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,4.3,47.0,32.0,73.5475
2023-01-12 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,4.1,45.0,33.0,66.69
2023-01-13 00:00:00,0.0,1.0,0.0,4.1,45.0,22.0,59.4925
2023-01-13 01:00:00,0.25881904510252074,0.9659258262890683,0.0,3.8,43.0,32.0,53.92
2023-01-13 02:00:00,0.49999999999999994,0.8660254037844387,0.0,4.2,47.0,21.0,51.6475
2023-01-13 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.2,44.0,11.0,52.0475
2023-01-13 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.6,43.0,28.0,52.015
2023-01-13 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.8,37.0,41.0,54.2325
2023-01-13 06:00:00,1.0,6.123233995736766e-17,0.0,4.9,38.0,44.0,69.0725
2023-01-13 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.7,42.0,46.0,95.0375
2023-01-13 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.1,42.0,44.0,96.1325
2023-01-13 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,5.2,36.0,39.0,92.3975
2023-01-13 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,6.3,41.0,32.0,88.675
2023-01-13 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.5,39.0,34.0,83.9625
2023-01-13 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.9,45.0,35.0,85.07
2023-01-13 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.3,43.0,32.0,83.8575
2023-01-13 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,8.7,44.0,28.0,81.835
2023-01-13 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.2,39.0,21.0,77.9875
2023-01-13 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.7,41.0,17.0,76.8725
2023-01-13 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.3,43.0,16.0,77.455
2023-01-13 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.1,41.0,20.0,83.1475
2023-01-13 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.6,43.0,14.0,88.61
2023-01-13 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.2,43.0,14.0,90.335
2023-01-13 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.6,45.0,13.0,81.5175
2023-01-13 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.2,41.0,7.0,71.83
2023-01-13 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.8,56.0,8.0,67.9175
2023-01-14 00:00:00,0.0,1.0,0.0,6.1,49.0,9.0,59.27
2023-01-14 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.0,55.0,8.0,53.485
2023-01-14 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.3,54.0,5.0,51.5675
2023-01-14 03:00:00,0.7071067811865476,0.7071067811865476,0.0,5.2,59.0,4.0,51.055
2023-01-14 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.1,64.0,3.0,51.8525
