Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA H (L/s)
2022-08-20 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,25.2,56.0,5.0,15.585
2022-08-21 00:00:00,0.0,1.0,0.0,24.8,54.0,5.0,13.555
2022-08-21 01:00:00,0.25881904510252074,0.9659258262890683,0.0,25.1,47.0,4.0,12.6825
2022-08-21 02:00:00,0.49999999999999994,0.8660254037844387,0.0,24.8,52.0,5.0,11.0125
2022-08-21 03:00:00,0.7071067811865476,0.7071067811865476,0.0,24.5,45.0,7.0,10.96
2022-08-21 04:00:00,0.8660254037844386,0.5000000000000001,0.0,24.1,46.0,10.0,12.2125
2022-08-21 05:00:00,0.9659258262890683,0.25881904510252074,0.0,24.1,45.0,8.0,11.8975
2022-08-21 06:00:00,1.0,6.123233995736766e-17,0.0,23.9,47.0,7.0,14.5025
2022-08-21 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,24.0,45.0,6.0,18.79
2022-08-21 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,25.5,41.0,8.0,23.2175
2022-08-21 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,26.6,40.0,10.0,25.865
2022-08-21 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,26.7,45.0,8.0,25.5125
2022-08-21 11:00:00,0.258819045102521,-0.9659258262890682,0.0,25.7,,13.0,22.3625
2022-08-21 12:00:00,1.2246467991473532e-16,-1.0,0.0,25.9,,10.0,22.245
2022-08-21 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,26.3,,8.0,23.1575
2022-08-21 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.0,,5.0,21.7275
2022-08-21 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.0,,8.0,19.525
2022-08-21 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.3,,14.0,20.545
2022-08-21 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.0,,14.0,21.85
2022-08-21 18:00:00,-1.0,-1.8369701987210297e-16,0.0,26.7,,7.0,21.8575
2022-08-21 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,27.5,,4.0,21.345
2022-08-21 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,27.7,44.0,2.0,21.025
2022-08-21 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.2,50.0,5.0,19.37
2022-08-21 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,26.3,50.0,8.0,18.0625
2022-08-21 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,25.4,62.0,3.0,17.03
2022-08-22 00:00:00,0.0,1.0,0.0,25.3,52.0,5.0,15.5675
2022-08-22 01:00:00,0.25881904510252074,0.9659258262890683,0.0,24.7,53.0,5.0,13.145
2022-08-22 02:00:00,0.49999999999999994,0.8660254037844387,0.0,24.2,53.0,4.0,12.9225
2022-08-22 03:00:00,0.7071067811865476,0.7071067811865476,0.0,23.9,55.0,3.0,12.0325
2022-08-22 04:00:00,0.8660254037844386,0.5000000000000001,0.0,23.7,51.0,5.0,12.74
2022-08-22 05:00:00,0.9659258262890683,0.25881904510252074,0.0,23.3,52.0,5.0,12.1475
2022-08-22 06:00:00,1.0,6.123233995736766e-17,0.0,23.4,54.0,4.0,14.005
2022-08-22 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,23.3,57.0,5.0,17.365
2022-08-22 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,24.3,53.0,3.0,21.765
2022-08-22 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,24.1,59.0,5.0,24.6875
2022-08-22 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,25.0,,7.0,24.2625
2022-08-22 11:00:00,0.258819045102521,-0.9659258262890682,0.0,25.3,,7.0,23.06
2022-08-22 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.1,,7.0,20.9575
2022-08-22 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.0,55.0,3.0,21.4575
2022-08-22 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.9,,4.0,20.21
2022-08-22 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,26.6,,11.0,18.5475
2022-08-22 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.2,,5.0,19.38
2022-08-22 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.0,,7.0,21.1175
2022-08-22 18:00:00,-1.0,-1.8369701987210297e-16,0.0,27.1,,8.0,21.345
2022-08-22 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,26.8,,5.0,20.8075
2022-08-22 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,26.3,,3.0,21.7375
2022-08-22 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,25.7,,1.0,19.8875
2022-08-22 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,27.1,58.0,5.0,18.0
2022-08-22 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,26.6,58.0,8.0,17.1575
2022-08-23 00:00:00,0.0,1.0,0.0,26.4,58.0,4.0,14.335
2022-08-23 01:00:00,0.25881904510252074,0.9659258262890683,0.0,26.2,56.0,5.0,12.345
2022-08-23 02:00:00,0.49999999999999994,0.8660254037844387,0.0,25.8,63.0,5.0,11.1925
2022-08-23 03:00:00,0.7071067811865476,0.7071067811865476,0.0,26.2,57.0,4.0,10.615
2022-08-23 04:00:00,0.8660254037844386,0.5000000000000001,0.0,25.6,61.0,6.0,12.1525
2022-08-23 05:00:00,0.9659258262890683,0.25881904510252074,0.0,26.2,46.0,13.0,12.285
2022-08-23 06:00:00,1.0,6.123233995736766e-17,0.0,24.8,58.0,25.0,15.1275
2022-08-23 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,24.5,53.0,39.0,23.5575
2022-08-23 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,24.1,56.0,47.0,25.9025
2022-08-23 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,23.1,62.0,48.0,25.875
2022-08-23 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,23.0,61.0,50.0,25.6125
2022-08-23 11:00:00,0.258819045102521,-0.9659258262890682,2.7,19.5,84.0,62.0,24.6525
2022-08-23 12:00:00,1.2246467991473532e-16,-1.0,2.7,19.0,88.0,58.0,23.8675
2022-08-23 13:00:00,-0.2588190451025208,-0.9659258262890683,5.2,19.9,80.0,55.0,24.305
2022-08-23 14:00:00,-0.4999999999999997,-0.8660254037844388,0.1,20.2,72.0,53.0,21.31
2022-08-23 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,21.1,68.0,52.0,21.565
2022-08-23 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,22.1,61.0,53.0,22.47
2022-08-23 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,22.8,56.0,48.0,21.4875
2022-08-23 18:00:00,-1.0,-1.8369701987210297e-16,0.0,23.1,56.0,39.0,21.0075
2022-08-23 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,22.4,61.0,39.0,19.9125
2022-08-23 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,22.1,56.0,44.0,21.4575
2022-08-23 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,21.4,60.0,39.0,19.56
2022-08-23 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,21.3,60.0,42.0,17.3125
2022-08-23 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,21.8,54.0,10.0,16.12
2022-08-24 00:00:00,0.0,1.0,0.0,21.3,52.0,10.0,13.4825
2022-08-24 01:00:00,0.25881904510252074,0.9659258262890683,0.0,21.0,54.0,10.0,11.23
2022-08-24 02:00:00,0.49999999999999994,0.8660254037844387,0.0,20.9,53.0,10.0,10.405
2022-08-24 03:00:00,0.7071067811865476,0.7071067811865476,0.0,21.0,54.0,12.0,10.2575
2022-08-24 04:00:00,0.8660254037844386,0.5000000000000001,0.0,20.9,54.0,8.0,11.805
2022-08-24 05:00:00,0.9659258262890683,0.25881904510252074,0.0,20.3,54.0,23.0,12.24
2022-08-24 06:00:00,1.0,6.123233995736766e-17,0.0,20.0,56.0,28.0,15.5575
2022-08-24 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,20.4,55.0,19.0,23.445
2022-08-24 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,21.1,53.0,15.0,27.8675
2022-08-24 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,22.9,51.0,10.0,28.625
2022-08-24 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,24.4,46.0,19.0,27.3575
2022-08-24 11:00:00,0.258819045102521,-0.9659258262890682,0.0,24.9,47.0,26.0,25.9375
2022-08-24 12:00:00,1.2246467991473532e-16,-1.0,0.0,25.8,45.0,24.0,24.44
2022-08-24 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,26.5,40.0,26.0,23.88
2022-08-24 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,26.8,40.0,29.0,22.9925
2022-08-24 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.1,40.0,28.0,22.045
2022-08-24 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.2,42.0,28.0,22.9925
2022-08-24 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.2,42.0,26.0,21.7875
2022-08-24 18:00:00,-1.0,-1.8369701987210297e-16,0.0,27.2,41.0,25.0,22.545
2022-08-24 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,26.2,46.0,30.0,22.105
2022-08-24 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,25.3,50.0,35.0,23.31
2022-08-24 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,24.5,53.0,35.0,21.01
2022-08-24 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,24.0,55.0,45.0,18.83
2022-08-24 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,23.9,53.0,50.0,17.5075
2022-08-25 00:00:00,0.0,1.0,0.0,22.8,59.0,46.0,14.09
2022-08-25 01:00:00,0.25881904510252074,0.9659258262890683,0.0,22.5,58.0,33.0,11.8375
2022-08-25 02:00:00,0.49999999999999994,0.8660254037844387,0.0,22.3,55.0,33.0,11.445
2022-08-25 03:00:00,0.7071067811865476,0.7071067811865476,0.0,21.5,60.0,39.0,10.5
2022-08-25 04:00:00,0.8660254037844386,0.5000000000000001,0.0,20.6,59.0,51.0,11.8175
2022-08-25 05:00:00,0.9659258262890683,0.25881904510252074,0.1,20.0,55.0,48.0,12.5325
2022-08-25 06:00:00,1.0,6.123233995736766e-17,0.0,19.8,54.0,50.0,16.335
2022-08-25 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,19.9,54.0,49.0,23.6375
2022-08-25 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,20.1,55.0,51.0,26.675
2022-08-25 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,20.7,51.0,50.0,27.0375
2022-08-25 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,21.2,48.0,49.0,26.0175
2022-08-25 11:00:00,0.258819045102521,-0.9659258262890682,0.0,22.3,44.0,41.0,24.06
2022-08-25 12:00:00,1.2246467991473532e-16,-1.0,0.0,22.7,42.0,40.0,24.3725
2022-08-25 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,23.5,40.0,29.0,24.2175
2022-08-25 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,24.0,39.0,29.0,23.99
2022-08-25 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,24.4,35.0,29.0,23.93
2022-08-25 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,25.1,36.0,26.0,22.4025
2022-08-25 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,25.3,37.0,24.0,22.0475
2022-08-25 18:00:00,-1.0,-1.8369701987210297e-16,0.0,25.0,38.0,25.0,22.025
2022-08-25 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,24.5,40.0,22.0,22.65
2022-08-25 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,23.5,41.0,22.0,21.4725
2022-08-25 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,22.4,45.0,23.0,18.6525
2022-08-25 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,21.5,49.0,19.0,16.5625
2022-08-25 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,21.1,48.0,19.0,16.2075
2022-08-26 00:00:00,0.0,1.0,0.0,21.1,47.0,18.0,12.6925
2022-08-26 01:00:00,0.25881904510252074,0.9659258262890683,0.0,20.5,50.0,23.0,10.96
2022-08-26 02:00:00,0.49999999999999994,0.8660254037844387,0.0,20.4,51.0,23.0,11.0625
2022-08-26 03:00:00,0.7071067811865476,0.7071067811865476,0.0,20.1,53.0,16.0,10.755
2022-08-26 04:00:00,0.8660254037844386,0.5000000000000001,0.0,19.9,54.0,10.0,12.3175
2022-08-26 05:00:00,0.9659258262890683,0.25881904510252074,0.0,19.3,54.0,7.0,11.6625
2022-08-26 06:00:00,1.0,6.123233995736766e-17,0.0,19.4,57.0,4.0,15.555
2022-08-26 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,19.4,,7.0,22.8075
2022-08-26 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,20.5,49.0,5.0,27.535
2022-08-26 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,21.4,51.0,4.0,26.435
2022-08-26 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,21.2,53.0,10.0,25.69
2022-08-26 11:00:00,0.258819045102521,-0.9659258262890682,0.0,21.8,53.0,9.0,24.6475
2022-08-26 12:00:00,1.2246467991473532e-16,-1.0,0.0,22.4,51.0,8.0,25.2625
2022-08-26 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,22.8,,7.0,24.45
2022-08-26 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,23.1,52.0,10.0,23.79
2022-08-26 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,23.3,46.0,10.0,22.795
2022-08-26 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,23.4,46.0,8.0,23.1725
2022-08-26 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,23.4,47.0,5.0,22.745
2022-08-26 18:00:00,-1.0,-1.8369701987210297e-16,0.0,23.3,49.0,6.0,23.0525
2022-08-26 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,23.2,58.0,3.0,22.99
2022-08-26 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,23.1,62.0,3.0,21.235
2022-08-26 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,22.8,68.0,8.0,19.6225
2022-08-26 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,23.1,60.0,8.0,17.805
2022-08-26 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,22.6,59.0,9.0,16.09
2022-08-27 00:00:00,0.0,1.0,0.3,20.1,65.0,31.0,13.92
2022-08-27 01:00:00,0.25881904510252074,0.9659258262890683,7.4,18.6,81.0,30.0,11.1525
2022-08-27 02:00:00,0.49999999999999994,0.8660254037844387,2.5,17.8,76.0,18.0,10.2425
2022-08-27 03:00:00,0.7071067811865476,0.7071067811865476,0.6,18.2,71.0,29.0,9.81
2022-08-27 04:00:00,0.8660254037844386,0.5000000000000001,0.1,18.5,62.0,35.0,11.135
2022-08-27 05:00:00,0.9659258262890683,0.25881904510252074,0.0,18.5,69.0,36.0,11.2225
2022-08-27 06:00:00,1.0,6.123233995736766e-17,0.0,18.0,64.0,24.0,14.3425
2022-08-27 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,18.2,65.0,9.0,22.4875
2022-08-27 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,18.1,61.0,10.0,27.0975
2022-08-27 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,19.0,56.0,9.0,25.915
2022-08-27 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,19.4,56.0,7.0,24.9125
2022-08-27 11:00:00,0.258819045102521,-0.9659258262890682,0.0,20.3,54.0,9.0,24.6675
2022-08-27 12:00:00,1.2246467991473532e-16,-1.0,0.0,21.1,50.0,13.0,24.54
2022-08-27 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,21.7,48.0,10.0,24.5475
2022-08-27 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,22.7,46.0,14.0,23.055
2022-08-27 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,22.1,55.0,13.0,22.31
2022-08-27 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,22.2,53.0,16.0,22.4925
2022-08-27 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,22.4,52.0,16.0,20.505
2022-08-27 18:00:00,-1.0,-1.8369701987210297e-16,0.0,22.6,53.0,13.0,21.765
2022-08-27 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,22.7,55.0,11.0,21.9025
2022-08-27 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,22.3,57.0,12.0,20.8075
2022-08-27 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,21.8,50.0,14.0,18.77
2022-08-27 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,20.8,48.0,15.0,17.22
2022-08-27 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,20.2,49.0,9.0,16.29
2022-08-28 00:00:00,0.0,1.0,0.0,19.8,49.0,12.0,13.775
2022-08-28 01:00:00,0.25881904510252074,0.9659258262890683,0.0,19.3,51.0,12.0,11.915
2022-08-28 02:00:00,0.49999999999999994,0.8660254037844387,0.0,19.0,53.0,13.0,10.5575
2022-08-28 03:00:00,0.7071067811865476,0.7071067811865476,0.0,19.0,55.0,11.0,10.2575
2022-08-28 04:00:00,0.8660254037844386,0.5000000000000001,0.0,19.1,53.0,14.0,11.8875
2022-08-28 05:00:00,0.9659258262890683,0.25881904510252074,0.0,19.1,52.0,10.0,11.845
2022-08-28 06:00:00,1.0,6.123233995736766e-17,0.0,18.9,55.0,17.0,13.7175
2022-08-28 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,19.2,53.0,14.0,19.5325
2022-08-28 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,19.2,55.0,15.0,23.42
2022-08-28 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,19.4,54.0,26.0,26.03
2022-08-28 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,20.0,50.0,23.0,24.585
2022-08-28 11:00:00,0.258819045102521,-0.9659258262890682,0.0,19.9,52.0,16.0,24.36
2022-08-28 12:00:00,1.2246467991473532e-16,-1.0,0.0,20.3,53.0,15.0,23.695
2022-08-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,21.1,49.0,25.0,23.175
2022-08-28 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,21.7,47.0,33.0,21.8775
2022-08-28 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,22.6,43.0,36.0,21.1225
2022-08-28 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,23.0,43.0,32.0,20.9875
2022-08-28 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,23.1,43.0,30.0,21.4575
2022-08-28 18:00:00,-1.0,-1.8369701987210297e-16,0.0,22.9,45.0,23.0,20.2825
2022-08-28 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,22.3,46.0,24.0,20.555
2022-08-28 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,21.5,47.0,28.0,20.865
2022-08-28 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,20.9,52.0,31.0,19.0075
2022-08-28 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,20.1,58.0,32.0,16.365
2022-08-28 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,19.3,57.0,29.0,15.32
2022-08-29 00:00:00,0.0,1.0,0.0,19.0,56.0,10.0,13.9575
2022-08-29 01:00:00,0.25881904510252074,0.9659258262890683,0.0,18.4,61.0,18.0,11.7325
2022-08-29 02:00:00,0.49999999999999994,0.8660254037844387,0.0,18.3,63.0,24.0,11.255
2022-08-29 03:00:00,0.7071067811865476,0.7071067811865476,0.0,18.2,63.0,26.0,10.675
2022-08-29 04:00:00,0.8660254037844386,0.5000000000000001,0.0,18.3,,14.0,11.83
2022-08-29 05:00:00,0.9659258262890683,0.25881904510252074,0.0,18.3,63.0,14.0,10.915
2022-08-29 06:00:00,1.0,6.123233995736766e-17,0.0,18.3,62.0,20.0,12.43
2022-08-29 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,18.8,57.0,24.0,15.8
2022-08-29 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,18.8,54.0,24.0,20.6675
2022-08-29 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,19.4,55.0,27.0,24.3075
2022-08-29 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,20.1,49.0,24.0,24.3925
2022-08-29 11:00:00,0.258819045102521,-0.9659258262890682,0.0,20.6,45.0,26.0,22.3525
2022-08-29 12:00:00,1.2246467991473532e-16,-1.0,0.0,21.3,42.0,23.0,21.9475
2022-08-29 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,21.8,39.0,21.0,20.4725
2022-08-29 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,22.1,45.0,16.0,19.5175
2022-08-29 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,21.6,47.0,17.0,19.5025
2022-08-29 16:00:00,-0.8660254037844385,-0.5000000000000004,0.7,17.8,,18.0,18.88
2022-08-29 17:00:00,-0.9659258262890683,-0.25881904510252063,0.1,19.5,61.0,7.0,20.03
2022-08-29 18:00:00,-1.0,-1.8369701987210297e-16,0.0,19.6,59.0,6.0,19.2125
2022-08-29 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,20.3,57.0,7.0,19.44
2022-08-29 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,19.8,55.0,7.0,20.39
2022-08-29 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,19.4,54.0,13.0,19.0075
2022-08-29 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,19.4,53.0,7.0,17.075
2022-08-29 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,18.9,55.0,6.0,15.2375
2022-08-30 00:00:00,0.0,1.0,0.0,18.4,59.0,8.0,13.2575
2022-08-30 01:00:00,0.25881904510252074,0.9659258262890683,0.0,17.9,57.0,8.0,11.0825
2022-08-30 02:00:00,0.49999999999999994,0.8660254037844387,0.0,18.2,56.0,5.0,10.2675
2022-08-30 03:00:00,0.7071067811865476,0.7071067811865476,0.0,17.9,,6.0,9.8725
2022-08-30 04:00:00,0.8660254037844386,0.5000000000000001,0.0,17.5,,9.0,11.3025
2022-08-30 05:00:00,0.9659258262890683,0.25881904510252074,0.0,17.6,57.0,5.0,11.0175
2022-08-30 06:00:00,1.0,6.123233995736766e-17,0.0,17.6,58.0,6.0,15.6825
2022-08-30 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,17.8,56.0,8.0,22.8425
2022-08-30 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,19.3,57.0,5.0,27.17
2022-08-30 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,20.6,51.0,7.0,28.2025
2022-08-30 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,21.1,46.0,6.0,25.9025
2022-08-30 11:00:00,0.258819045102521,-0.9659258262890682,0.0,21.1,47.0,5.0,24.2025
2022-08-30 12:00:00,1.2246467991473532e-16,-1.0,0.0,21.5,47.0,10.0,25.11
2022-08-30 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,21.6,52.0,10.0,25.04
2022-08-30 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,21.5,54.0,10.0,24.695
2022-08-30 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,21.9,59.0,6.0,23.89
2022-08-30 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,22.3,59.0,11.0,22.6375
2022-08-30 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,22.1,61.0,12.0,22.27
2022-08-30 18:00:00,-1.0,-1.8369701987210297e-16,0.0,21.9,62.0,7.0,22.185
2022-08-30 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,21.4,66.0,13.0,22.2325
2022-08-30 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,21.1,68.0,10.0,22.365
2022-08-30 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,21.1,,7.0,19.6625
2022-08-30 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,20.7,,9.0,18.115
2022-08-30 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,20.4,,9.0,15.7175
2022-08-31 00:00:00,0.0,1.0,0.0,19.6,67.0,9.0,12.7825
2022-08-31 01:00:00,0.25881904510252074,0.9659258262890683,0.0,19.5,67.0,9.0,11.4275
2022-08-31 02:00:00,0.49999999999999994,0.8660254037844387,0.0,19.6,68.0,8.0,10.1975
2022-08-31 03:00:00,0.7071067811865476,0.7071067811865476,0.0,19.5,70.0,4.0,9.88
2022-08-31 04:00:00,0.8660254037844386,0.5000000000000001,0.0,18.9,,7.0,11.54
2022-08-31 05:00:00,0.9659258262890683,0.25881904510252074,0.0,18.2,73.0,6.0,11.43
2022-08-31 06:00:00,1.0,6.123233995736766e-17,0.0,18.4,,8.0,14.89
2022-08-31 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,18.2,,7.0,22.2925
2022-08-31 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,19.9,60.0,5.0,27.88
2022-08-31 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,20.5,59.0,7.0,29.31
2022-08-31 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,20.9,64.0,5.0,26.8325
2022-08-31 11:00:00,0.258819045102521,-0.9659258262890682,0.0,21.0,67.0,8.0,24.9975
2022-08-31 12:00:00,1.2246467991473532e-16,-1.0,0.0,21.0,71.0,12.0,25.5625
2022-08-31 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,21.6,,12.0,25.8225
2022-08-31 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,21.8,69.0,12.0,23.7775
2022-08-31 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,22.1,,9.0,23.37
2022-08-31 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,22.3,,14.0,22.4925
2022-08-31 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,22.8,65.0,12.0,22.9225
2022-08-31 18:00:00,-1.0,-1.8369701987210297e-16,0.0,23.0,60.0,6.0,22.8175
2022-08-31 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,22.4,65.0,9.0,23.11
2022-08-31 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,22.3,67.0,4.0,22.8025
2022-08-31 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,21.9,72.0,6.0,19.725
2022-08-31 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,21.6,69.0,6.0,17.5425
2022-08-31 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,21.4,72.0,5.0,16.38
2022-09-01 00:00:00,0.0,1.0,0.0,21.5,70.0,8.0,12.9525
2022-09-01 01:00:00,0.25881904510252074,0.9659258262890683,0.0,20.9,68.0,8.0,11.09
2022-09-01 02:00:00,0.49999999999999994,0.8660254037844387,0.0,20.8,70.0,5.0,10.4925
2022-09-01 03:00:00,0.7071067811865476,0.7071067811865476,0.0,21.7,58.0,8.0,10.625
2022-09-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,21.0,59.0,16.0,11.3225
2022-09-01 05:00:00,0.9659258262890683,0.25881904510252074,0.0,21.0,58.0,11.0,11.5475
