Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA G (L/s)
2022-12-22 05:00:00,0.9659258262890683,0.25881904510252074,0.1,5.4,72.0,25.0,16.5725
2022-12-22 06:00:00,1.0,6.123233995736766e-17,0.0,5.2,70.0,29.0,22.3625
2022-12-22 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.9,68.0,24.0,30.805
2022-12-22 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.0,69.0,29.0,32.42
2022-12-22 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,4.8,69.0,27.0,28.515
2022-12-22 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,5.1,67.0,32.0,26.9075
2022-12-22 11:00:00,0.258819045102521,-0.9659258262890682,0.0,5.9,66.0,33.0,23.9925
2022-12-22 12:00:00,1.2246467991473532e-16,-1.0,0.0,6.2,61.0,27.0,23.1075
2022-12-22 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.7,62.0,31.0,24.725
2022-12-22 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,6.5,62.0,27.0,25.1625
2022-12-22 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,5.7,63.0,,23.67
2022-12-22 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,5.4,63.0,25.0,24.3125
2022-12-22 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,5.2,64.0,27.0,25.755
2022-12-22 18:00:00,-1.0,-1.8369701987210297e-16,0.0,5.6,63.0,22.0,26.3575
2022-12-22 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,5.9,63.0,19.0,26.1025
2022-12-22 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.3,62.0,13.0,28.92
2022-12-22 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.4,63.0,10.0,26.5225
2022-12-22 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.6,63.0,9.0,23.9725
2022-12-22 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,6.7,67.0,9.0,21.5875
2022-12-23 00:00:00,0.0,1.0,0.0,6.7,66.0,8.0,18.5875
2022-12-23 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.8,69.0,6.0,15.645
2022-12-23 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.9,72.0,4.0,15.26
2022-12-23 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.0,72.0,4.0,14.865
2022-12-23 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.8,73.0,4.0,15.405
2022-12-23 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.5,77.0,4.0,16.465
2022-12-23 06:00:00,1.0,6.123233995736766e-17,0.0,6.9,79.0,5.0,23.005
2022-12-23 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.6,81.0,4.0,30.32
2022-12-23 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.8,82.0,3.0,32.4
2022-12-23 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.1,80.0,3.0,30.0275
2022-12-23 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.0,81.0,5.0,28.1925
2022-12-23 11:00:00,0.258819045102521,-0.9659258262890682,0.0,6.9,75.0,9.0,25.8125
2022-12-23 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.1,64.0,8.0,25.93
2022-12-23 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.2,61.0,7.0,26.04
2022-12-23 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.4,63.0,5.0,26.14
2022-12-23 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.4,67.0,6.0,24.355
2022-12-23 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.3,69.0,9.0,23.7625
2022-12-23 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,7.3,69.0,10.0,26.2675
2022-12-23 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.2,69.0,6.0,25.5425
2022-12-23 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.1,68.0,6.0,27.085
2022-12-23 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.1,69.0,3.0,26.945
2022-12-23 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.0,71.0,5.0,25.4625
2022-12-23 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.1,71.0,4.0,23.3975
2022-12-23 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.2,71.0,3.0,22.7875
2022-12-24 00:00:00,0.0,1.0,0.0,7.0,74.0,5.0,19.2725
2022-12-24 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.2,75.0,5.0,16.71
2022-12-24 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.2,82.0,12.0,15.31
2022-12-24 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.1,83.0,11.0,15.405
2022-12-24 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.2,85.0,8.0,15.295
2022-12-24 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.3,86.0,11.0,16.035
2022-12-24 06:00:00,1.0,6.123233995736766e-17,0.0,7.4,84.0,8.0,19.4875
2022-12-24 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.5,84.0,8.0,25.415
2022-12-24 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.4,83.0,8.0,30.83
2022-12-24 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.4,85.0,6.0,31.225
2022-12-24 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.5,85.0,5.0,31.795
2022-12-24 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.4,88.0,6.0,29.3525
2022-12-24 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.1,90.0,6.0,27.355
2022-12-24 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.9,92.0,8.0,27.34
2022-12-24 14:00:00,-0.4999999999999997,-0.8660254037844388,0.1,7.2,92.0,8.0,27.7875
2022-12-24 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.2,94.0,8.0,27.2225
2022-12-24 16:00:00,-0.8660254037844385,-0.5000000000000004,0.4,7.1,96.0,5.0,28.455
2022-12-24 17:00:00,-0.9659258262890683,-0.25881904510252063,0.2,7.1,97.0,4.0,28.7625
2022-12-24 18:00:00,-1.0,-1.8369701987210297e-16,0.1,7.3,96.0,4.0,31.36
2022-12-24 19:00:00,-0.9659258262890684,0.2588190451025203,0.6,7.0,97.0,5.0,30.9925
2022-12-24 20:00:00,-0.8660254037844386,0.5000000000000001,0.3,6.8,97.0,8.0,24.63
2022-12-24 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.8,96.0,6.0,21.475
2022-12-24 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.7,96.0,9.0,14.1925
2022-12-24 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,6.6,94.0,10.0,24.395
2022-12-25 00:00:00,0.0,1.0,0.0,6.6,94.0,4.0,23.87
2022-12-25 01:00:00,0.25881904510252074,0.9659258262890683,0.4,6.5,95.0,5.0,22.6475
2022-12-25 02:00:00,0.49999999999999994,0.8660254037844387,0.2,6.1,96.0,8.0,19.7475
2022-12-25 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.2,96.0,6.0,18.7
2022-12-25 04:00:00,0.8660254037844386,0.5000000000000001,0.2,6.3,97.0,6.0,18.235
2022-12-25 05:00:00,0.9659258262890683,0.25881904510252074,0.4,6.4,98.0,7.0,18.795
2022-12-25 06:00:00,1.0,6.123233995736766e-17,0.3,6.5,98.0,9.0,19.6275
2022-12-25 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.8,97.0,4.0,22.7925
2022-12-25 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.0,97.0,5.0,27.86
2022-12-25 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.2,96.0,8.0,33.275
2022-12-25 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.2,95.0,8.0,35.2825
2022-12-25 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.5,95.0,5.0,35.53
2022-12-25 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.8,94.0,8.0,30.4
2022-12-25 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.0,94.0,4.0,23.9525
2022-12-25 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,8.1,93.0,4.0,23.7325
2022-12-25 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.2,93.0,2.0,22.8675
2022-12-25 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.3,94.0,3.0,23.385
2022-12-25 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.7,94.0,3.0,23.8225
2022-12-25 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.7,94.0,3.0,22.82
2022-12-25 19:00:00,-0.9659258262890684,0.2588190451025203,0.1,8.7,96.0,3.0,24.0875
2022-12-25 20:00:00,-0.8660254037844386,0.5000000000000001,0.3,8.6,97.0,4.0,23.15
2022-12-25 21:00:00,-0.7071067811865477,0.7071067811865474,1.6,8.5,98.0,3.0,23.4775
2022-12-25 22:00:00,-0.5000000000000004,0.8660254037844384,2.1,8.5,100.0,4.0,21.1275
2022-12-25 23:00:00,-0.25881904510252157,0.9659258262890681,2.3,8.5,100.0,4.0,20.2375
2022-12-26 00:00:00,0.0,1.0,1.4,8.6,100.0,3.0,18.8225
2022-12-26 01:00:00,0.25881904510252074,0.9659258262890683,0.3,8.6,100.0,5.0,15.875
2022-12-26 02:00:00,0.49999999999999994,0.8660254037844387,0.4,8.6,100.0,3.0,15.2925
2022-12-26 03:00:00,0.7071067811865476,0.7071067811865476,0.4,8.8,100.0,5.0,14.9475
2022-12-26 04:00:00,0.8660254037844386,0.5000000000000001,1.3,8.8,100.0,5.0,15.51
2022-12-26 05:00:00,0.9659258262890683,0.25881904510252074,0.6,8.3,100.0,11.0,16.065
2022-12-26 06:00:00,1.0,6.123233995736766e-17,0.8,7.4,99.0,14.0,16.7125
2022-12-26 07:00:00,0.9659258262890683,-0.25881904510252063,0.1,7.5,100.0,4.0,19.3675
2022-12-26 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.9,99.0,4.0,25.285
2022-12-26 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.1,98.0,5.0,30.69
2022-12-26 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.5,76.0,17.0,32.6925
2022-12-26 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.5,72.0,26.0,32.165
2022-12-26 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.4,,26.0,31.045
2022-12-26 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.5,,23.0,28.56
2022-12-26 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.8,,17.0,26.3775
2022-12-26 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.5,71.0,13.0,25.29
2022-12-26 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.2,,20.0,25.1
2022-12-26 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.0,,24.0,25.425
2022-12-26 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.4,,23.0,25.85
2022-12-26 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.1,,21.0,25.37
2022-12-26 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.1,71.0,25.0,25.925
2022-12-26 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.1,70.0,25.0,23.36
2022-12-26 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.1,69.0,23.0,22.125
2022-12-26 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.8,70.0,16.0,20.76
2022-12-27 00:00:00,0.0,1.0,0.0,7.4,70.0,19.0,17.425
2022-12-27 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.4,70.0,22.0,16.205
2022-12-27 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.8,68.0,22.0,15.3575
2022-12-27 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.3,69.0,16.0,14.445
2022-12-27 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.3,69.0,17.0,15.0025
2022-12-27 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.7,69.0,12.0,15.8625
2022-12-27 06:00:00,1.0,6.123233995736766e-17,0.0,7.6,68.0,13.0,18.2725
2022-12-27 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.9,68.0,15.0,24.3025
2022-12-27 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.6,70.0,8.0,28.9575
2022-12-27 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.3,65.0,12.0,30.7225
2022-12-27 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.4,64.0,9.0,31.21
2022-12-27 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.2,61.0,10.0,28.3575
2022-12-27 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.3,63.0,12.0,26.605
2022-12-27 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.5,71.0,6.0,26.5625
2022-12-27 14:00:00,-0.4999999999999997,-0.8660254037844388,0.1,9.7,81.0,7.0,24.3275
2022-12-27 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.7,82.0,4.0,23.1525
2022-12-27 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.8,84.0,4.0,22.92
2022-12-27 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.8,86.0,2.0,23.6025
2022-12-27 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.0,84.0,4.0,25.36
2022-12-27 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.9,86.0,4.0,26.3075
2022-12-27 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.0,86.0,5.0,27.2525
2022-12-27 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,10.1,79.0,8.0,25.64
2022-12-27 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,10.2,77.0,6.0,22.885
2022-12-27 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,10.1,79.0,6.0,20.6575
2022-12-28 00:00:00,0.0,1.0,0.0,9.7,89.0,6.0,18.195
2022-12-28 01:00:00,0.25881904510252074,0.9659258262890683,0.1,9.4,93.0,4.0,15.815
2022-12-28 02:00:00,0.49999999999999994,0.8660254037844387,0.0,9.4,93.0,1.0,15.2775
2022-12-28 03:00:00,0.7071067811865476,0.7071067811865476,0.1,9.5,91.0,3.0,15.475
2022-12-28 04:00:00,0.8660254037844386,0.5000000000000001,0.0,9.2,94.0,3.0,15.0725
2022-12-28 05:00:00,0.9659258262890683,0.25881904510252074,0.0,9.2,95.0,3.0,16.5
2022-12-28 06:00:00,1.0,6.123233995736766e-17,0.0,9.4,94.0,4.0,18.5325
2022-12-28 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,9.3,95.0,3.0,23.8925
2022-12-28 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,9.5,97.0,5.0,28.12
2022-12-28 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.6,95.0,4.0,29.465
2022-12-28 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.9,95.0,3.0,27.2
2022-12-28 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.9,92.0,4.0,26.52
2022-12-28 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.3,90.0,4.0,25.3675
2022-12-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.0,90.0,6.0,25.915
2022-12-28 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.1,91.0,4.0,24.88
2022-12-28 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.2,90.0,2.0,23.99
2022-12-28 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.0,92.0,7.0,23.615
2022-12-28 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.7,91.0,11.0,23.7875
2022-12-28 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.6,92.0,4.0,23.57
2022-12-28 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.4,91.0,8.0,25.1675
2022-12-28 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.3,90.0,9.0,26.6375
2022-12-28 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.2,89.0,4.0,23.7075
2022-12-28 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.4,87.0,4.0,22.79
2022-12-28 23:00:00,-0.25881904510252157,0.9659258262890681,0.1,9.2,89.0,3.0,21.625
2022-12-29 00:00:00,0.0,1.0,0.4,8.5,95.0,5.0,19.7975
2022-12-29 01:00:00,0.25881904510252074,0.9659258262890683,0.1,8.4,97.0,12.0,17.145
2022-12-29 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.5,96.0,3.0,15.49
2022-12-29 03:00:00,0.7071067811865476,0.7071067811865476,0.1,8.7,97.0,3.0,15.435
2022-12-29 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.7,97.0,4.0,15.46
2022-12-29 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.9,97.0,6.0,16.8025
2022-12-29 06:00:00,1.0,6.123233995736766e-17,0.0,9.0,93.0,11.0,19.61
2022-12-29 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,9.2,91.0,6.0,25.9425
2022-12-29 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.9,92.0,4.0,29.1225
2022-12-29 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.3,93.0,6.0,30.9475
2022-12-29 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.2,93.0,10.0,28.4425
2022-12-29 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.3,92.0,5.0,26.6425
2022-12-29 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.9,88.0,5.0,25.8975
2022-12-29 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.0,87.0,5.0,27.2675
2022-12-29 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.8,87.0,6.0,25.045
2022-12-29 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.7,86.0,5.0,23.5975
2022-12-29 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.7,86.0,4.0,24.33
2022-12-29 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.4,88.0,4.0,23.18
2022-12-29 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.7,93.0,4.0,24.6075
2022-12-29 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.0,90.0,5.0,26.8725
2022-12-29 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.4,94.0,5.0,26.485
2022-12-29 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.2,95.0,3.0,25.29
2022-12-29 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.0,94.0,4.0,22.5725
2022-12-29 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.1,93.0,4.0,20.8425
2022-12-30 00:00:00,0.0,1.0,0.0,9.3,87.0,5.0,18.9525
2022-12-30 01:00:00,0.25881904510252074,0.9659258262890683,0.0,10.3,81.0,7.0,16.415
2022-12-30 02:00:00,0.49999999999999994,0.8660254037844387,0.0,10.4,83.0,15.0,15.54
2022-12-30 03:00:00,0.7071067811865476,0.7071067811865476,0.0,9.6,87.0,9.0,14.965
2022-12-30 04:00:00,0.8660254037844386,0.5000000000000001,0.0,9.0,93.0,8.0,14.7275
2022-12-30 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.4,93.0,4.0,15.9975
2022-12-30 06:00:00,1.0,6.123233995736766e-17,0.0,8.1,96.0,3.0,18.535
2022-12-30 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.9,94.0,6.0,25.7025
2022-12-30 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.2,96.0,4.0,30.7375
2022-12-30 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.6,97.0,4.0,31.7225
2022-12-30 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.4,92.0,4.0,29.54
2022-12-30 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.0,96.0,4.0,27.6
2022-12-30 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.0,94.0,4.0,26.57
2022-12-30 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.1,94.0,4.0,26.99
2022-12-30 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.4,94.0,5.0,24.7875
2022-12-30 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.6,91.0,5.0,23.6175
2022-12-30 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.5,91.0,4.0,23.56
2022-12-30 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.4,89.0,4.0,22.4375
2022-12-30 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.4,87.0,5.0,24.8375
2022-12-30 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.2,90.0,3.0,25.785
2022-12-30 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.9,93.0,5.0,27.0175
2022-12-30 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.3,96.0,3.0,25.5825
2022-12-30 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.4,97.0,3.0,21.9125
2022-12-30 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.0,95.0,3.0,21.48
2022-12-31 00:00:00,0.0,1.0,0.0,8.3,96.0,2.0,19.44
2022-12-31 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.2,97.0,3.0,16.7425
2022-12-31 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.1,98.0,4.0,15.4975
2022-12-31 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.8,98.0,5.0,15.15
2022-12-31 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.6,99.0,4.0,15.395
2022-12-31 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.5,99.0,3.0,15.8875
2022-12-31 06:00:00,1.0,6.123233995736766e-17,0.0,7.2,100.0,4.0,18.79
2022-12-31 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.1,100.0,5.0,24.1975
2022-12-31 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.8,100.0,4.0,27.3025
2022-12-31 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.5,100.0,5.0,31.3325
2022-12-31 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,6.6,100.0,5.0,28.26
2022-12-31 11:00:00,0.258819045102521,-0.9659258262890682,0.0,6.8,100.0,4.0,27.985
2022-12-31 12:00:00,1.2246467991473532e-16,-1.0,0.0,6.9,99.0,4.0,26.91
2022-12-31 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.0,99.0,5.0,27.6275
2022-12-31 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,6.9,100.0,5.0,25.8425
2022-12-31 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,6.8,100.0,6.0,26.66
2022-12-31 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,6.5,100.0,6.0,25.6825
2022-12-31 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,6.6,100.0,4.0,28.83
2022-12-31 18:00:00,-1.0,-1.8369701987210297e-16,0.0,6.3,100.0,6.0,28.88
2022-12-31 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,6.4,100.0,4.0,27.9525
2022-12-31 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.3,100.0,5.0,25.3
2022-12-31 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.2,100.0,6.0,22.8
2022-12-31 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.2,100.0,5.0,21.02
2022-12-31 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,6.5,100.0,4.0,21.3375
2023-01-01 00:00:00,0.0,1.0,0.0,6.4,100.0,5.0,20.185
2023-01-01 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.3,100.0,4.0,20.2775
2023-01-01 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.3,100.0,5.0,19.3425
2023-01-01 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.1,100.0,5.0,17.005
2023-01-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.9,100.0,4.0,16.6075
2023-01-01 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.9,100.0,5.0,16.6975
2023-01-01 06:00:00,1.0,6.123233995736766e-17,0.0,5.8,100.0,5.0,16.75
2023-01-01 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.0,100.0,4.0,18.615
2023-01-01 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.7,100.0,5.0,22.525
2023-01-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,5.6,100.0,4.0,26.5025
2023-01-01 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,5.5,100.0,5.0,29.815
2023-01-01 11:00:00,0.258819045102521,-0.9659258262890682,0.0,5.5,100.0,4.0,29.395
2023-01-01 12:00:00,1.2246467991473532e-16,-1.0,0.0,5.4,100.0,5.0,29.455
2023-01-01 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.0,100.0,5.0,27.115
2023-01-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,6.0,100.0,4.0,25.4675
2023-01-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,5.4,100.0,8.0,24.5825
2023-01-01 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,5.0,100.0,9.0,23.7875
2023-01-01 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,4.8,100.0,6.0,23.6675
2023-01-01 18:00:00,-1.0,-1.8369701987210297e-16,0.0,5.1,100.0,3.0,24.8225
2023-01-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,5.5,100.0,4.0,
2023-01-01 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,5.6,100.0,6.0,26.2725
2023-01-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,5.8,100.0,5.0,24.3525
2023-01-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,5.0,100.0,7.0,21.7425
2023-01-01 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,4.6,100.0,7.0,21.035
2023-01-02 00:00:00,0.0,1.0,0.0,4.9,100.0,3.0,18.95
2023-01-02 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.0,100.0,3.0,17.41
2023-01-02 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.2,100.0,5.0,16.04
2023-01-02 03:00:00,0.7071067811865476,0.7071067811865476,0.0,5.0,100.0,4.0,15.72
2023-01-02 04:00:00,0.8660254037844386,0.5000000000000001,0.0,4.9,100.0,6.0,15.4475
2023-01-02 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.8,100.0,6.0,16.02
2023-01-02 06:00:00,1.0,6.123233995736766e-17,0.0,4.9,100.0,5.0,17.085
2023-01-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.8,100.0,6.0,20.38
2023-01-02 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,4.9,100.0,6.0,25.77
2023-01-02 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,4.5,100.0,6.0,30.29
